"customerkey","givenname","cohort_year","last_purchase_date","customer_status"
38168,"Elijah","2019","2019-06-29","churned"
38185,"Phoebe","2022","2022-12-24","churned"
38198,"Jacob","2023","2023-05-23","churned"
38215,"Levi","2022","2022-02-15","churned"
38258,"Angelina","2023","2023-06-15","churned"
38283,"Alexis","2019","2019-09-03","churned"
38309,"Aaron","2022","2022-11-23","churned"
38383,"Adam","2018","2022-01-28","churned"
38451,"Amelie","2021","2022-12-14","churned"
38494,"Matthew","2018","2019-02-09","churned"
38507,"Alexander","2018","2023-02-24","churned"
38555,"Amelia","2023","2023-10-19","churned"
38580,"Ashton","2019","2019-02-19","churned"
38635,"Nicholas","2023","2023-06-24","churned"
38637,"Noah","2021","2022-10-27","churned"
38712,"Isabel","2018","2019-02-13","churned"
38846,"Julian","2018","2018-07-25","churned"
38921,"Leah","2018","2018-11-28","churned"
38957,"Sam","2022","2022-12-17","churned"
38974,"Declan","2019","2019-02-07","churned"
39090,"Joshua","2020","2020-06-08","churned"
39110,"Isabel","2022","2022-12-17","churned"
39117,"Sofia","2022","2022-06-06","churned"
39139,"Brooke","2023","2023-02-09","churned"
39152,"Joseph","2018","2018-10-05","churned"
39195,"Oliver","2019","2021-11-25","churned"
39299,"Seth","2023","2023-01-02","churned"
39436,"Stephanie","2023","2024-01-09","active"
39443,"Jesse","2018","2018-09-19","churned"
39520,"Matilda","2023","2023-02-17","churned"
39522,"Zac","2022","2022-12-15","churned"
39539,"Henry","2017","2023-02-06","churned"
39565,"Archie","2019","2021-09-17","churned"
39593,"Jackson","2015","2015-07-18","churned"
39600,"Alex","2021","2021-12-03","churned"
39692,"Audrey","2016","2022-07-14","churned"
39710,"Georgia","2020","2022-09-20","churned"
39840,"Ashley","2023","2023-11-24","active"
39857,"Lincoln","2023","2023-06-30","churned"
39898,"Hannah","2021","2021-09-03","churned"
39953,"Olivia","2022","2022-03-11","churned"
39982,"Ali","2020","2020-02-13","churned"
40037,"Rachel","2021","2021-12-20","churned"
40074,"Spencer","2018","2018-11-30","churned"
40358,"Emma","2022","2022-01-08","churned"
40415,"Amy","2021","2021-12-21","churned"
40524,"Emily","2017","2022-07-27","churned"
40616,"Lucinda","2019","2023-03-02","churned"
40649,"Liam","2019","2022-06-11","churned"
40673,"Rory","2022","2023-02-01","churned"
40710,"Amelie","2015","2023-01-21","churned"
40941,"Oliver","2019","2019-11-20","churned"
41245,"Hannah","2022","2022-05-25","churned"
41316,"Kai","2022","2022-11-16","churned"
41329,"Ellie","2022","2022-01-25","churned"
41332,"Bella","2020","2020-09-28","churned"
41380,"Katie","2021","2024-01-08","active"
41649,"Jonathan","2019","2019-12-28","churned"
41771,"Jayden","2019","2019-04-17","churned"
41874,"Alyssa","2021","2021-12-21","churned"
41910,"Owen","2019","2019-10-05","churned"
41922,"Rose","2018","2021-10-13","churned"
41931,"Thomas","2022","2022-07-09","churned"
41937,"Callum","2021","2022-06-08","churned"
41965,"Jayden","2021","2022-01-01","churned"
42040,"Stephanie","2019","2021-11-09","churned"
42128,"Sebastian","2021","2022-01-05","churned"
42145,"Alica","2018","2021-08-22","churned"
42253,"Alicia","2021","2021-12-29","churned"
42398,"Summer","2015","2015-09-03","churned"
42462,"Alannah","2019","2019-08-31","churned"
42474,"Hannah","2023","2023-03-15","churned"
42494,"Jake","2018","2018-11-08","churned"
42506,"Tristan","2022","2022-09-19","churned"
42511,"Callum","2018","2018-11-23","churned"
42697,"Katie","2021","2022-04-15","churned"
42707,"Gemma","2021","2021-12-27","churned"
42811,"Zoe","2018","2024-02-10","active"
42970,"Noah","2021","2021-05-28","churned"
42971,"Max","2023","2023-03-10","churned"
43053,"Eve","2019","2021-06-15","churned"
43069,"Brianna","2019","2019-06-06","churned"
43111,"Jonathan","2018","2018-07-30","churned"
43129,"Isabella","2015","2022-07-04","churned"
43154,"Kaitlyn","2022","2022-08-25","churned"
43296,"Liam","2022","2024-02-27","active"
43367,"Alexis","2016","2020-02-27","churned"
43415,"Spencer","2022","2022-09-14","churned"
43440,"Kaitlyn","2022","2022-01-15","churned"
43441,"Georgia","2021","2023-12-26","active"
43458,"Stephanie","2022","2022-09-16","churned"
43495,"Edward","2022","2022-11-28","churned"
43605,"Caitlyn","2019","2019-03-12","churned"
43675,"Katie","2020","2023-06-16","churned"
43692,"Matilda","2015","2015-11-14","churned"
43811,"Claire","2022","2022-10-04","churned"
43869,"Milla","2017","2017-02-25","churned"
43965,"Spencer","2023","2023-07-31","churned"
43990,"Sophia","2022","2022-05-24","churned"
43996,"Lucinda","2022","2022-06-15","churned"
44040,"Taj","2016","2016-08-19","churned"
44164,"Nate","2022","2022-07-13","churned"
44168,"Zara","2022","2022-05-31","churned"
44421,"Rose","2023","2023-10-16","churned"
44461,"Claudia","2023","2024-02-01","active"
44515,"Angelina","2018","2018-08-14","churned"
44548,"Samantha","2023","2023-08-05","churned"
44549,"Leah","2020","2023-11-13","active"
44552,"Zac","2016","2016-02-21","churned"
44569,"Owen","2019","2021-09-21","churned"
44588,"Sienna","2023","2023-06-28","churned"
44637,"Amelia","2022","2022-06-04","churned"
44678,"Savannah","2021","2024-02-25","active"
44738,"Luke","2021","2022-10-27","churned"
44810,"Daniel","2017","2022-11-17","churned"
44916,"Edward","2022","2022-04-26","churned"
44972,"Lily","2023","2023-06-01","churned"
45034,"Blake","2018","2024-01-11","active"
45124,"Seth","2019","2019-07-22","churned"
45152,"Lauren","2023","2023-08-17","churned"
45233,"Lily","2019","2019-09-02","churned"
45390,"Amelia","2019","2019-07-20","churned"
45473,"Max","2019","2024-01-26","active"
45507,"Jake","2017","2017-06-03","churned"
45532,"Nicholas","2016","2016-12-31","churned"
45563,"Jaxon","2022","2022-02-23","churned"
45707,"Lara","2016","2016-02-19","churned"
45735,"Jaxon","2019","2019-10-15","churned"
45890,"Abbey","2021","2023-02-20","churned"
45942,"Alexandra","2023","2023-03-09","churned"
46050,"Christian","2023","2023-01-12","churned"
46087,"Laura","2021","2021-10-11","churned"
46144,"Daniel","2023","2023-08-12","churned"
46156,"Evie","2022","2022-10-08","churned"
46177,"Michael","2018","2018-07-26","churned"
46211,"Toby","2021","2021-09-21","churned"
46501,"Savannah","2019","2022-10-21","churned"
46515,"Hannah","2018","2018-02-10","churned"
46531,"Charli","2018","2021-08-07","churned"
46584,"Emily","2021","2024-03-16","active"
46591,"Skye","2022","2022-01-06","churned"
46738,"Elijah","2023","2023-03-07","churned"
46783,"William","2018","2018-09-19","churned"
46850,"Christopher","2018","2018-10-11","churned"
46907,"Georgia","2017","2022-10-27","churned"
47052,"Sienna","2022","2022-12-07","churned"
47155,"Jack","2022","2023-02-06","churned"
47162,"Ashley","2018","2018-12-27","churned"
47177,"Isabella","2019","2023-03-01","churned"
47185,"Cody","2016","2019-02-19","churned"
47259,"Zachary","2022","2022-11-23","churned"
47266,"Oscar","2021","2024-02-06","active"
47342,"Matthew","2022","2022-12-23","churned"
47370,"Emily","2018","2019-12-03","churned"
47375,"Caitlyn","2019","2019-02-23","churned"
47377,"Taylah","2022","2022-12-17","churned"
47442,"Emily","2022","2022-07-28","churned"
47458,"Lily","2018","2018-05-10","churned"
47588,"Jonathan","2022","2022-11-23","churned"
47691,"Angelina","2023","2023-02-25","churned"
47908,"Lucas","2022","2022-03-29","churned"
47943,"Hamish","2023","2024-04-17","active"
47968,"Mariam","2019","2019-08-21","churned"
48007,"Declan","2021","2021-11-08","churned"
48067,"Anna","2019","2019-08-21","churned"
48130,"Oliver","2018","2018-01-01","churned"
48141,"Zac","2021","2022-02-11","churned"
48167,"Joseph","2018","2018-12-14","churned"
48269,"Tyson","2023","2024-02-10","active"
48340,"Sophie","2016","2016-08-18","churned"
48348,"Joel","2018","2022-11-02","churned"
48360,"William","2022","2022-11-12","churned"
48405,"Amy","2022","2022-11-01","churned"
48445,"Ruby","2022","2022-02-24","churned"
48477,"Jesse","2022","2022-03-07","churned"
48506,"Henry","2016","2023-04-19","churned"
48508,"Caitlyn","2023","2023-03-01","churned"
48739,"Noah","2023","2023-07-21","churned"
48757,"Justin","2023","2023-03-18","churned"
48789,"Abby","2017","2022-02-11","churned"
48903,"Joseph","2016","2016-05-28","churned"
49048,"Marcus","2022","2022-06-17","churned"
49075,"Christian","2019","2019-04-17","churned"
49095,"Bailey","2023","2023-06-21","churned"
49155,"Adam","2019","2019-09-24","churned"
49272,"Gabriel","2022","2022-03-16","churned"
49302,"Bianca","2023","2023-04-19","churned"
49319,"Mackenzie","2018","2023-12-27","active"
49418,"Jade","2018","2021-12-01","churned"
49462,"Julian","2019","2019-11-16","churned"
49549,"David","2020","2022-06-02","churned"
49643,"Ellie","2018","2018-02-24","churned"
49682,"Abbey","2018","2018-05-08","churned"
49869,"David","2022","2022-08-30","churned"
49918,"Audrey","2018","2023-08-01","churned"
49978,"Savannah","2018","2018-11-01","churned"
50006,"Nathan","2023","2023-08-30","churned"
50035,"Mason","2015","2024-01-06","active"
50153,"Nicholas","2022","2022-07-13","churned"
50159,"Angus","2022","2024-02-29","active"
50181,"Darcy","2020","2020-04-15","churned"
50210,"Aiden","2022","2022-03-23","churned"
50212,"Henry","2023","2023-02-15","churned"
50246,"Nicholas","2018","2018-12-12","churned"
50255,"Justin","2022","2022-05-30","churned"
50348,"Jonathan","2018","2018-09-26","churned"
50396,"Luca","2023","2023-01-10","churned"
50564,"Charlotte","2022","2023-08-18","churned"
50611,"Thomas","2016","2016-05-21","churned"
50628,"Luke","2020","2020-02-11","churned"
50718,"Angelina","2021","2023-02-11","churned"
50768,"Gemma","2022","2023-05-31","churned"
50773,"Leah","2017","2017-10-14","churned"
50833,"Tayla","2019","2019-09-06","churned"
50905,"Austin","2022","2024-02-27","active"
51004,"Beau","2016","2022-06-23","churned"
51212,"Sienna","2022","2022-09-13","churned"
51241,"Bethany","2022","2022-11-29","churned"
51280,"Zac","2020","2020-05-28","churned"
51285,"Michael","2018","2021-09-11","churned"
51287,"Sean","2018","2022-12-02","churned"
51309,"Andrew","2019","2022-04-27","churned"
51311,"Dakota","2019","2019-11-16","churned"
51319,"Taj","2022","2022-05-15","churned"
51396,"Julian","2016","2018-05-26","churned"
51465,"Callum","2019","2023-06-13","churned"
51473,"Lauren","2018","2018-10-25","churned"
51521,"Oscar","2019","2019-12-20","churned"
51537,"Jackson","2020","2020-02-27","churned"
51565,"Hugo","2022","2022-01-07","churned"
51625,"Alannah","2020","2020-02-15","churned"
51691,"Eliza","2016","2023-02-06","churned"
51835,"Max","2018","2024-02-16","active"
51848,"Zoe","2022","2024-03-20","active"
51869,"Zoe","2023","2023-06-06","churned"
51906,"Daniel","2023","2023-08-16","churned"
52136,"Joseph","2023","2023-12-30","active"
52225,"Flynn","2023","2023-08-08","churned"
52250,"Eve","2019","2023-02-20","churned"
52272,"Jordan","2022","2022-10-10","churned"
52324,"Alexis","2023","2023-02-18","churned"
52325,"Archie","2018","2018-11-03","churned"
52342,"Lily","2018","2019-02-04","churned"
52366,"Alexandra","2019","2021-09-02","churned"
52437,"Zoe","2021","2021-03-09","churned"
52489,"Isabelle","2018","2021-07-13","churned"
52545,"Charlotte","2020","2020-02-27","churned"
52589,"Bailey","2022","2023-05-23","churned"
52603,"Edward","2018","2018-11-08","churned"
52612,"Archie","2023","2023-10-25","active"
52801,"Toby","2022","2022-05-30","churned"
52833,"Christian","2019","2019-09-17","churned"
52854,"Julian","2022","2022-07-30","churned"
52968,"Rose","2018","2020-02-22","churned"
53213,"Leo","2023","2023-09-13","churned"
53347,"Lucinda","2019","2023-04-29","churned"
53379,"Abby","2021","2021-08-31","churned"
53509,"Evie","2023","2023-02-13","churned"
53532,"Sophie","2020","2020-03-05","churned"
53551,"Flynn","2022","2022-02-02","churned"
53616,"Matthew","2018","2018-11-15","churned"
53703,"Sophia","2021","2022-01-04","churned"
53727,"Victoria","2022","2022-03-11","churned"
53834,"Zoe","2015","2015-09-11","churned"
53842,"Lucinda","2017","2017-11-04","churned"
53930,"Spencer","2022","2022-11-01","churned"
54105,"Brock","2022","2022-12-17","churned"
54136,"Zachary","2017","2017-04-08","churned"
54139,"Georgia","2021","2021-10-08","churned"
54158,"Isabelle","2017","2017-12-18","churned"
54188,"John","2023","2023-01-24","churned"
54199,"Bella","2021","2021-07-09","churned"
54308,"Spencer","2018","2023-09-09","churned"
54315,"Blake","2022","2022-12-29","churned"
54323,"Charlie","2016","2016-12-15","churned"
54430,"Ryan","2021","2021-02-13","churned"
54434,"Abigail","2016","2016-05-24","churned"
54457,"Joseph","2019","2024-01-06","active"
54473,"Chelsea","2020","2023-09-19","churned"
54573,"Ethan","2019","2019-07-08","churned"
54576,"Sophia","2017","2017-05-19","churned"
54585,"Rebecca","2022","2022-07-13","churned"
54771,"Amy","2022","2022-11-21","churned"
54779,"Tristan","2019","2021-03-18","churned"
54857,"Joshua","2022","2022-04-30","churned"
54899,"Charlotte","2018","2018-04-25","churned"
54988,"Mikayla","2022","2022-05-31","churned"
55123,"Lachlan","2023","2023-02-16","churned"
55127,"Bella","2018","2018-08-29","churned"
55136,"Benjamin","2022","2022-12-01","churned"
55311,"Jett","2022","2023-06-03","churned"
55314,"Audrey","2017","2024-02-23","active"
55319,"Ruby","2023","2023-09-26","churned"
55384,"Lachlan","2020","2020-01-01","churned"
55444,"Levi","2018","2018-07-16","churned"
55605,"Alannah","2022","2022-02-18","churned"
55657,"Rebecca","2020","2020-11-21","churned"
55660,"Dylan","2021","2021-12-25","churned"
55706,"Christian","2022","2022-08-26","churned"
55718,"Madison","2018","2022-02-24","churned"
55795,"Mikayla","2017","2017-03-04","churned"
55814,"Nicholas","2023","2023-02-11","churned"
55831,"Isaac","2021","2022-06-14","churned"
55867,"Lachlan","2022","2022-06-24","churned"
55869,"Sarah","2019","2019-02-28","churned"
55878,"Charlotte","2015","2015-12-22","churned"
55889,"Alana","2020","2023-07-19","churned"
55901,"Kayla","2023","2023-07-26","churned"
55904,"Christopher","2019","2019-08-19","churned"
55907,"Abigail","2023","2024-01-31","active"
55935,"Rebecca","2020","2020-01-06","churned"
55996,"Christopher","2023","2023-12-26","active"
56053,"Mariam","2019","2024-01-30","active"
56128,"Sebastian","2018","2022-12-16","churned"
56218,"Claudia","2018","2022-02-16","churned"
56219,"Tayla","2023","2023-08-08","churned"
56343,"Jackson","2022","2023-10-13","churned"
56359,"Ryan","2021","2024-02-20","active"
56396,"Claire","2023","2023-08-04","churned"
56412,"Sara","2019","2019-03-07","churned"
56472,"Hayley","2018","2024-02-23","active"
56570,"Rachel","2019","2023-04-27","churned"
56698,"Lily","2015","2015-06-25","churned"
56764,"Joseph","2015","2015-11-21","churned"
56887,"Isaac","2023","2023-07-29","churned"
57025,"James","2019","2019-12-27","churned"
57083,"Holly","2022","2022-12-27","churned"
57091,"Sean","2017","2019-02-26","churned"
57092,"Hayden","2023","2023-04-27","churned"
57221,"Eliza","2020","2020-01-23","churned"
57325,"Archie","2023","2023-07-08","churned"
57540,"Hudson","2016","2021-07-16","churned"
57545,"Rory","2022","2022-05-24","churned"
57665,"Kate","2023","2023-09-06","churned"
57701,"Chelsea","2022","2022-01-05","churned"
57765,"Oliver","2023","2023-05-16","churned"
57886,"Jordan","2019","2019-05-11","churned"
57908,"Charles","2018","2019-10-17","churned"
57972,"Logan","2019","2021-10-06","churned"
58018,"Jacob","2022","2024-02-17","active"
58128,"Cody","2019","2019-02-11","churned"
58329,"Ava","2015","2015-09-01","churned"
58383,"Mikayla","2022","2024-01-27","active"
58456,"Maddison","2018","2018-12-15","churned"
58654,"Rory","2015","2016-03-10","churned"
58741,"Brock","2022","2022-07-12","churned"
58786,"Bailey","2016","2018-01-22","churned"
58793,"Rose","2017","2017-06-05","churned"
58816,"Mackenzie","2023","2023-05-04","churned"
59007,"Brock","2017","2021-10-23","churned"
59062,"Jorja","2016","2016-06-30","churned"
59076,"Angus","2017","2019-04-30","churned"
59142,"Daniel","2017","2017-12-16","churned"
59214,"Zac","2022","2022-10-14","churned"
59233,"Patrick","2022","2022-05-27","churned"
59294,"Justin","2019","2024-02-27","active"
59338,"Rachel","2022","2022-11-22","churned"
59383,"Matthew","2015","2015-12-03","churned"
59391,"Luke","2023","2023-05-19","churned"
59503,"Claire","2018","2018-05-06","churned"
59515,"Justin","2022","2022-04-28","churned"
59719,"Madeline","2021","2021-08-30","churned"
59792,"Hannah","2020","2020-02-15","churned"
59914,"Gabrielle","2023","2023-09-07","churned"
59934,"Natalie","2023","2023-07-25","churned"
59966,"Cody","2022","2022-12-09","churned"
59980,"Jackson","2019","2019-06-03","churned"
60056,"Archie","2023","2023-08-17","churned"
60120,"Alice","2015","2015-12-22","churned"
60169,"Taj","2017","2019-02-19","churned"
60236,"Evie","2015","2021-11-22","churned"
60261,"Archer","2022","2024-03-19","active"
60308,"Kayla","2020","2020-11-14","churned"
60313,"Koby","2022","2022-07-02","churned"
60351,"Alica","2018","2018-11-27","churned"
60435,"Leo","2023","2023-02-21","churned"
60580,"Logan","2021","2021-05-20","churned"
60683,"Justin","2019","2019-04-27","churned"
60741,"Chloe","2023","2023-09-02","churned"
60819,"Chelsea","2017","2017-02-15","churned"
60931,"Natalie","2023","2023-01-14","churned"
61048,"Luke","2020","2020-01-16","churned"
61259,"Skye","2022","2022-09-28","churned"
61349,"William","2022","2023-01-10","churned"
61352,"Nate","2023","2023-02-25","churned"
61371,"Jordan","2022","2022-12-24","churned"
61373,"Olivia","2022","2022-07-16","churned"
61381,"Lucas","2018","2018-06-25","churned"
61440,"Cody","2022","2022-09-21","churned"
61639,"Isabella","2023","2024-01-13","active"
61732,"Maddison","2022","2022-02-03","churned"
61761,"Zane","2021","2021-09-14","churned"
61811,"Sofia","2023","2023-04-07","churned"
61837,"Gabriel","2016","2018-02-17","churned"
